filename,width,height,class,xmin,ymin,xmax,ymax
2021-01-05-16-05-45.jpg,1920,1088,MESCHA,1086,428,1920,1086
2021-01-05-16-05-47.jpg,1920,1088,MESCHA,984,498,1920,1085
2021-01-05-16-05-59.jpg,1920,1088,SITTOR,1,449,530,926
2021-01-05-16-06-02.jpg,1920,1088,MESBLE,1518,612,1914,1082
2021-01-05-16-07-17.jpg,1920,1088,MESCHA,916,71,1119,298
2021-01-05-16-07-19.jpg,1920,1088,MESCHA,0,432,223,802
2021-01-05-16-07-33.jpg,1920,1088,MESCHA,1055,511,1920,1074
2021-01-05-16-07-49.jpg,1920,1088,SITTOR,1406,553,1920,1086
2021-01-05-16-07-51.jpg,1920,1088,SITTOR,1236,549,1920,1082
2021-01-05-16-07-53.jpg,1920,1088,SITTOR,949,461,1920,1061
2021-01-05-16-08-37.jpg,1920,1088,SITTOR,1275,574,1881,1088
2021-01-05-16-08-39.jpg,1920,1088,SITTOR,983,490,1916,1084
2021-01-05-16-08-44.jpg,1920,1088,MESCHA,92,484,860,837
2021-01-05-16-08-48.jpg,1920,1088,MESBLE,1343,561,1918,1074
2021-01-05-16-08-56.jpg,1920,1088,MESCHA,1532,503,1920,1068
2021-01-05-16-08-58.jpg,1920,1088,MESBLE,978,845,1429,1088
2021-01-05-16-09-28.jpg,1920,1088,SITTOR,1302,462,1920,1088
2021-01-05-16-09-31.jpg,1920,1088,SITTOR,1283,287,1920,1078
2021-01-05-16-09-39.jpg,1920,1088,MESBLE,1244,513,1769,951
2021-01-05-16-10-02.jpg,1920,1088,MESCHA,891,507,1763,1088
2021-01-05-16-10-04.jpg,1920,1088,MESCHA,934,513,1453,1088
2021-01-05-16-10-11.jpg,1920,1088,MESCHA,1155,398,1920,1022
2021-01-05-16-10-55.jpg,1920,1088,MESNON,545,159,696,427
2021-01-05-16-10-55.jpg,1920,1088,MESCHA,1209,402,1920,887
2021-01-05-16-11-11.jpg,1920,1088,SITTOR,1414,397,1881,748
2021-01-05-16-11-57.jpg,1920,1088,MESCHA,1211,223,1920,1066
2021-01-05-16-12-05.jpg,1920,1088,MESCHA,1277,482,1920,1086
2021-01-05-16-12-51.jpg,1920,1088,MESCHA,1209,497,1920,1078
2021-01-05-16-13-18.jpg,1920,1088,SITTOR,1565,488,1920,1088
2021-01-05-16-13-19.jpg,1920,1088,SITTOR,1213,598,1912,1088
2021-01-05-16-13-21.jpg,1920,1088,SITTOR,1026,408,1916,928
2021-01-05-16-13-23.jpg,1920,1088,SITTOR,690,362,1609,843
2021-01-05-16-15-17.jpg,1920,1088,MESCHA,1451,470,1802,999
2021-01-05-16-16-33.jpg,1920,1088,PINARB,1080,590,1252,699
2021-01-05-16-16-33.jpg,1920,1088,SITTOR,1019,576,1920,1088
2021-01-05-16-16-36.jpg,1920,1088,PINARB,1105,578,1219,688
2021-01-05-16-16-36.jpg,1920,1088,SITTOR,1190,611,1902,1088
2021-01-05-16-17-30.jpg,1920,1088,MESCHA,995,373,1547,777
2021-01-05-16-18-28.jpg,1920,1088,SITTOR,1015,301,1826,997
2021-01-05-16-18-52.jpg,1920,1088,MESCHA,1206,586,1920,1086
2021-01-05-16-19-30.jpg,1920,1088,MESCHA,1285,632,1707,1088
2021-01-05-16-19-32.jpg,1920,1088,MESCHA,835,452,1920,1088
2021-01-05-16-19-37.jpg,1920,1088,MESCHA,1298,428,1885,999
2021-01-05-16-20-00.jpg,1920,1088,SITTOR,1165,642,1920,1088
2021-01-05-16-20-00.jpg,1920,1088,MESCHA,1545,551,1746,650
2021-01-05-16-20-02.jpg,1920,1088,MESCHA,1572,516,1759,648
2021-01-05-16-20-02.jpg,1920,1088,SITTOR,1121,646,1914,1088
2021-01-05-16-20-09.jpg,1920,1088,MESCHA,648,312,968,748
2021-01-05-16-20-15.jpg,1920,1088,MESBLE,1190,615,1920,1088
2021-01-05-16-20-32.jpg,1920,1088,MESCHA,357,453,721,833
2021-01-05-16-20-35.jpg,1920,1088,MESCHA,1235,439,1920,968
2021-01-05-16-21-30.jpg,1920,1088,MESCHA,731,417,1055,754
2021-01-05-16-21-44.jpg,1920,1088,MESCHA,696,177,1040,746
2021-01-05-16-21-47.jpg,1920,1088,MESCHA,1584,206,1920,667
2021-01-05-16-21-53.jpg,1920,1088,SITTOR,982,434,1561,1088
2021-01-05-16-21-55.jpg,1920,1088,SITTOR,962,447,1568,1088
2021-01-05-16-23-00.jpg,1920,1088,SITTOR,642,627,1620,1086
2021-01-05-16-23-05.jpg,1920,1088,SITTOR,820,459,1331,1088
2021-01-05-16-23-07.jpg,1920,1088,SITTOR,667,569,1896,1043
2021-01-05-16-23-34.jpg,1920,1088,MESCHA,961,324,1327,791
2021-01-05-16-23-36.jpg,1920,1088,MESBLE,980,0,1628,478
2021-01-05-16-24-04.jpg,1920,1088,SITTOR,1018,437,1916,1088
2021-01-05-16-24-18.jpg,1920,1088,MESCHA,399,372,1339,773
2021-01-05-16-24-22.jpg,1920,1088,MESCHA,708,380,1501,835
2021-01-05-16-24-51.jpg,1920,1088,SITTOR,1343,532,1912,1080
2021-01-05-16-25-26.jpg,1920,1088,SITTOR,1202,449,1655,935
2021-01-05-16-25-27.jpg,1920,1088,SITTOR,989,337,1920,941
2021-01-05-16-25-51.jpg,1920,1088,MESCHA,1138,495,1920,1088
2021-01-05-16-26-11.jpg,1920,1088,MESCHA,1464,511,1920,1088
2021-01-05-16-27-09.jpg,1920,1088,MESCHA,1109,434,1920,945
2021-01-05-16-27-20.jpg,1920,1088,SITTOR,966,451,1495,1088
2021-01-05-16-27-24.jpg,1920,1088,MESCHA,773,374,1786,1045
2021-01-05-16-27-26.jpg,1920,1088,MESCHA,403,403,1018,679
2021-01-05-16-27-40.jpg,1920,1088,SITTOR,1277,410,1920,1066
2021-01-05-16-27-42.jpg,1920,1088,SITTOR,1023,415,1910,1045
2021-01-05-16-27-44.jpg,1920,1088,SITTOR,972,445,1879,991
2021-01-05-16-27-46.jpg,1920,1088,MESBLE,1064,616,1920,1088
2021-01-05-16-27-48.jpg,1920,1088,MESBLE,1439,654,1920,1018
2021-01-05-16-28-06.jpg,1920,1088,MESCHA,109,290,929,922
2021-01-05-16-28-09.jpg,1920,1088,MESNON,1117,9,1431,202
2021-01-05-16-28-36.jpg,1920,1088,SITTOR,1117,399,1584,789
2021-01-05-16-28-40.jpg,1920,1088,MESBLE,1447,551,1920,1088
2021-01-05-16-29-08.jpg,1920,1088,SITTOR,1146,412,1920,1088
2021-01-05-16-29-10.jpg,1920,1088,SITTOR,1354,588,1862,1088
2021-01-05-16-29-14.jpg,1920,1088,MESCHA,1121,377,1920,1076
2021-01-05-16-29-23.jpg,1920,1088,ACCMOU,1399,515,1920,1076
2021-01-05-16-29-25.jpg,1920,1088,ACCMOU,1495,522,1920,1066
2021-01-05-16-29-26.jpg,1920,1088,ACCMOU,1246,522,1920,1066
2021-01-05-16-29-30.jpg,1920,1088,ACCMOU,915,521,1918,1031
2021-01-05-16-29-32.jpg,1920,1088,ACCMOU,729,524,1831,1001
2021-01-05-16-29-35.jpg,1920,1088,ACCMOU,0,412,252,843
2021-01-05-16-29-38.jpg,1920,1088,ACCMOU,0,464,542,845
2021-01-05-16-29-50.jpg,1920,1088,ACCMOU,872,457,1669,827
2021-01-05-16-30-14.jpg,1920,1088,MESCHA,1042,504,1920,1088
2021-01-05-16-30-47.jpg,1920,1088,SITTOR,584,557,1273,1088
2021-01-05-16-31-21.jpg,1920,1088,MESCHA,955,445,1489,1088
2021-01-05-16-31-32.jpg,1920,1088,MESCHA,526,376,864,746
2021-01-05-16-31-41.jpg,1920,1088,MESNON,885,163,1316,374
2021-01-05-16-31-44.jpg,1920,1088,MESCHA,314,0,725,285
2021-01-05-16-31-59.jpg,1920,1088,SITTOR,1421,561,1920,1087
2021-01-05-16-32-02.jpg,1920,1088,SITTOR,1152,453,1654,994
2021-01-05-16-32-16.jpg,1920,1088,SITTOR,102,410,532,854
2021-01-05-16-32-26.jpg,1920,1088,MESCHA,1175,569,1920,1030
2021-01-05-16-32-30.jpg,1920,1088,MESCHA,1034,310,1697,818
2021-01-05-16-33-21.jpg,1920,1088,MESCHA,996,312,1264,694
2021-01-05-16-33-32.jpg,1920,1088,MESBLE,741,564,1791,1088
2021-01-05-16-33-37.jpg,1920,1088,SITTOR,1246,441,1920,1088
2021-01-05-16-33-41.jpg,1920,1088,SITTOR,881,475,1920,954
2021-01-05-16-33-58.jpg,1920,1088,MESNON,224,473,614,848
2021-01-05-16-34-04.jpg,1920,1088,MESCHA,1080,403,1763,1088
2021-01-05-16-34-04.jpg,1920,1088,MESCHA,555,126,703,319
2021-01-05-16-36-27.jpg,1920,1088,SITTOR,1160,552,1920,1088
2021-01-05-16-36-32.jpg,1920,1088,MESCHA,729,447,1225,1031
2021-01-05-16-36-52.jpg,1920,1088,SITTOR,1088,580,1920,1088
2021-01-05-16-36-54.jpg,1920,1088,SITTOR,669,432,1842,1057
2021-01-05-16-37-01.jpg,1920,1088,MESCHA,1165,412,1871,771
2021-01-05-16-37-21.jpg,1920,1088,MESBLE,1071,622,1920,951
2021-01-05-16-37-21.jpg,1920,1088,MESNON,1574,968,1866,1088
2021-01-05-16-38-03.jpg,1920,1088,SITTOR,1094,472,1920,1084
2021-01-05-16-38-05.jpg,1920,1088,SITTOR,1109,408,1553,1007
2021-01-05-16-38-11.jpg,1920,1088,MESNON,1183,591,1684,1088
2021-01-05-16-38-13.jpg,1920,1088,MESNON,1067,609,1798,1088
2021-01-05-16-38-23.jpg,1920,1088,MESCHA,1233,485,1920,1068
2021-01-05-16-38-32.jpg,1920,1088,MESCHA,1167,339,1920,841
2021-01-05-16-39-00.jpg,1920,1088,ROUGOR,11,487,1232,999
2021-01-05-16-39-02.jpg,1920,1088,ROUGOR,30,283,328,427
2021-01-05-16-39-14.jpg,1920,1088,SITTOR,249,401,1063,804
2021-01-05-16-39-16.jpg,1920,1088,SITTOR,519,381,941,841
2021-01-05-16-39-18.jpg,1920,1088,SITTOR,499,376,725,592
2021-01-05-16-39-20.jpg,1920,1088,MESCHA,1263,333,1920,1009
2021-01-05-16-39-52.jpg,1920,1088,SITTOR,1300,515,1920,1088
2021-01-05-16-40-02.jpg,1920,1088,MESCHA,1154,524,1920,1080
2021-01-05-16-40-07.jpg,1920,1088,MESBLE,1148,538,1636,1088
2021-01-05-16-40-16.jpg,1920,1088,SITTOR,1057,428,1920,1088
2021-01-05-16-40-17.jpg,1920,1088,SITTOR,872,461,1920,1059
2021-01-05-16-40-23.jpg,1920,1088,MESCHA,1000,455,1848,1088
2021-01-05-16-40-40.jpg,1920,1088,MESCHA,345,283,708,804
2021-01-05-16-40-53.jpg,1920,1088,SITTOR,995,501,1920,1086
2021-01-05-16-41-14.jpg,1920,1088,MESCHA,1059,445,1754,1088
2021-01-05-16-41-18.jpg,1920,1088,MESCHA,0,326,595,784
2021-01-05-16-41-48.jpg,1920,1088,MESCHA,0,356,542,808
2021-01-05-16-42-00.jpg,1920,1088,SITTOR,1215,430,1866,852
2021-01-05-16-42-06.jpg,1920,1088,MESCHA,403,557,582,791
2021-01-05-16-42-18.jpg,1920,1088,SITTOR,932,385,1810,831
2021-01-05-16-42-22.jpg,1920,1088,SITTOR,862,300,1362,854
2021-01-05-16-42-58.jpg,1920,1088,MESCHA,1125,339,1920,901
2021-01-05-16-43-00.jpg,1920,1088,SITTOR,418,607,1536,1088
2021-01-05-16-43-01.jpg,1920,1088,SITTOR,773,515,1451,1084
2021-01-05-16-43-03.jpg,1920,1088,SITTOR,727,370,1410,1086
2021-01-05-16-43-09.jpg,1920,1088,MESCHA,1099,526,1920,945
2021-01-05-16-43-29.jpg,1920,1088,MESCHA,1332,508,1916,1088
2021-01-05-16-43-31.jpg,1920,1088,MESCHA,841,437,1912,1066
2021-01-05-16-43-41.jpg,1920,1088,SITTOR,1057,721,1640,1088
2021-01-05-16-43-42.jpg,1920,1088,SITTOR,903,484,1533,1088
2021-01-05-16-44-08.jpg,1920,1088,MESCHA,0,338,331,906
2021-01-05-16-44-13.jpg,1920,1088,MESCHA,1098,487,1681,1088
2021-01-05-16-44-34.jpg,1920,1088,MESCHA,133,424,1435,1082
2021-01-05-16-44-43.jpg,1920,1088,MESBLE,1307,494,1911,974
2021-01-05-16-44-45.jpg,1920,1088,MESBLE,1289,522,1680,909
2021-01-05-16-44-57.jpg,1920,1088,MESBLE,451,121,580,279
2021-01-05-16-44-57.jpg,1920,1088,MESCHA,1352,482,1920,1088
2021-01-05-16-44-59.jpg,1920,1088,MESBLE,445,82,613,275
2021-01-05-16-45-15.jpg,1920,1088,MESBLE,1599,538,1920,1088
2021-01-05-16-45-15.jpg,1920,1088,MESCHA,369,545,624,765
2021-01-05-16-45-23.jpg,1920,1088,MESCHA,0,395,611,922
2021-01-05-16-45-41.jpg,1920,1088,ROUGOR,177,194,316,441
2021-01-05-16-45-43.jpg,1920,1088,ROUGOR,0,364,331,787
2021-01-05-16-45-47.jpg,1920,1088,ROUGOR,0,358,804,887
2021-01-05-16-45-53.jpg,1920,1088,MESCHA,324,401,1125,769
2021-01-05-16-46-08.jpg,1920,1088,MESCHA,1256,507,1920,1065
2021-01-05-16-46-10.jpg,1920,1088,MESCHA,1132,474,1920,995
2021-01-05-16-46-12.jpg,1920,1088,MESCHA,1103,447,1920,1011
2021-01-05-16-46-15.jpg,1920,1088,SITTOR,1137,592,1911,1088
2021-01-05-16-46-17.jpg,1920,1088,SITTOR,1092,540,1916,1088
2021-01-05-16-46-31.jpg,1920,1088,MESCHA,179,0,420,202
2021-01-05-16-46-31.jpg,1920,1088,MESCHA,1011,497,1912,1080
2021-01-05-16-46-34.jpg,1920,1088,MESCHA,495,366,825,744
2021-01-05-16-46-36.jpg,1920,1088,MESCHA,1400,486,1671,648
2021-01-05-16-46-40.jpg,1920,1088,MESCHA,0,389,513,818
2021-01-05-16-47-00.jpg,1920,1088,MESNON,943,599,1846,1086
2021-01-05-16-47-12.jpg,1920,1088,MESCHA,1130,397,1916,866
2021-01-05-16-47-17.jpg,1920,1088,MESCHA,941,354,1644,1088
2021-01-05-16-47-27.jpg,1920,1088,MESCHA,1480,434,1916,1086
2021-01-05-16-47-29.jpg,1920,1088,MESCHA,903,451,1858,906
2021-01-05-16-47-39.jpg,1920,1088,SITTOR,1049,455,1879,937
2021-01-05-16-47-52.jpg,1920,1088,MESCHA,717,160,1144,416
2021-01-05-16-48-05.jpg,1920,1088,MESNON,762,613,1273,1086
2021-01-05-16-48-07.jpg,1920,1088,MESCHA,1576,0,1918,264
2021-01-05-16-48-36.jpg,1920,1088,MESNON,1430,571,1918,1034
2021-01-05-16-48-38.jpg,1920,1088,MESNON,0,376,590,839
2021-01-05-16-48-59.jpg,1920,1088,MESNON,1337,580,1918,1043
2021-01-05-16-49-03.jpg,1920,1088,SITTOR,1366,474,1916,1088
2021-01-05-16-49-05.jpg,1920,1088,SITTOR,1252,497,1918,1088
2021-01-05-16-49-11.jpg,1920,1088,SITTOR,440,441,727,742
2021-01-05-16-49-23.jpg,1920,1088,MESCHA,1233,231,1427,428
2021-01-05-16-49-23.jpg,1920,1088,MESCHA,1325,634,1792,1084
2021-01-05-16-49-31.jpg,1920,1088,SITTOR,1123,634,1918,1086
2021-01-05-16-49-33.jpg,1920,1088,SITTOR,1105,480,1918,1059
2021-01-05-16-49-35.jpg,1920,1088,MESCHA,308,364,592,763
2021-01-05-16-50-22.jpg,1920,1088,MESNON,1213,650,1918,1088
2021-01-05-16-50-24.jpg,1920,1088,MESNON,675,626,1719,1088
2021-01-05-16-50-30.jpg,1920,1088,MESCHA,988,381,1916,955
2021-01-05-16-50-43.jpg,1920,1088,MESBLE,1368,584,1918,1059
2021-01-05-16-50-45.jpg,1920,1088,MESCHA,1063,476,1916,1005
2021-01-05-16-50-57.jpg,1920,1088,SITTOR,1030,414,1920,941
2021-01-05-16-51-09.jpg,1920,1088,SITTOR,806,580,1914,1088
2021-01-05-16-51-21.jpg,1920,1088,MESNON,1630,601,1920,1047
2021-01-05-16-51-27.jpg,1920,1088,MESCHA,1169,488,1920,1088
2021-01-05-16-51-33.jpg,1920,1088,MESCHA,837,505,1908,1080
2021-01-05-16-51-33.jpg,1920,1088,MESCHA,991,256,1314,430
2021-01-05-16-51-36.jpg,1920,1088,MESCHA,989,229,1209,420
2021-01-05-16-51-39.jpg,1920,1088,MESCHA,5,347,569,781
2021-01-05-16-51-44.jpg,1920,1088,MESNON,0,534,274,798
2021-01-05-16-51-49.jpg,1920,1088,MESBLE,816,642,1387,1088
2021-01-05-16-52-08.jpg,1920,1088,MESCHA,1136,374,1920,861
2021-01-05-16-52-10.jpg,1920,1088,MESCHA,1018,341,1563,866
2021-01-05-16-52-13.jpg,1920,1088,SITTOR,858,484,1920,1088
2021-01-05-16-52-17.jpg,1920,1088,SITTOR,1112,431,1772,1088
2021-01-05-16-52-24.jpg,1920,1088,SITTOR,741,605,1920,1086
2021-01-05-16-52-34.jpg,1920,1088,MESCHA,969,528,1920,1068
2021-01-05-16-52-36.jpg,1920,1088,MESCHA,843,434,1347,1088
2021-01-05-16-52-38.jpg,1920,1088,MESCHA,653,449,1507,1088
2021-01-05-16-52-40.jpg,1920,1088,MESCHA,1433,576,1918,1032
2021-01-05-16-52-55.jpg,1920,1088,MESNON,966,613,1902,1088
2021-01-05-16-53-03.jpg,1920,1088,SITTOR,1395,529,1920,1074
2021-01-05-16-53-10.jpg,1920,1088,SITTOR,584,507,1661,1018
2021-01-05-16-53-18.jpg,1920,1088,MESCHA,1254,501,1920,1020
2021-01-05-16-53-20.jpg,1920,1088,MESNON,104,769,596,1088
2021-01-05-16-53-53.jpg,1920,1088,MESNON,0,697,479,1076
2021-01-05-16-54-08.jpg,1920,1088,MESCHA,194,341,669,781
2021-01-05-16-54-19.jpg,1920,1088,SITTOR,677,410,1636,1034
2021-01-05-16-54-21.jpg,1920,1088,SITTOR,293,472,1211,912
2021-01-05-16-54-26.jpg,1920,1088,MESNON,1289,660,1920,1065
2021-01-05-16-55-07.jpg,1920,1088,ACCMOU,1364,509,1920,1028
2021-01-05-16-55-11.jpg,1920,1088,ACCMOU,732,465,1791,907
2021-01-05-16-55-13.jpg,1920,1088,ACCMOU,775,441,1675,901
2021-01-05-16-55-16.jpg,1920,1088,ACCMOU,773,474,1746,899
2021-01-05-16-55-18.jpg,1920,1088,ACCMOU,775,491,1580,912
2021-01-05-16-55-29.jpg,1920,1088,ACCMOU,1053,405,1769,1086
2021-01-05-16-55-31.jpg,1920,1088,ACCMOU,880,466,1920,1039
2021-01-05-16-55-33.jpg,1920,1088,ACCMOU,660,466,1736,1063
2021-01-05-16-55-35.jpg,1920,1088,ACCMOU,619,536,1483,1064
2021-01-05-16-55-38.jpg,1920,1088,ACCMOU,696,397,1078,918
2021-01-05-16-55-47.jpg,1920,1088,MESBLE,1362,298,1887,966
2021-01-05-16-56-53.jpg,1920,1088,MESCHA,675,429,1075,750
2021-01-05-16-57-06.jpg,1920,1088,SITTOR,1208,403,1918,1009
2021-01-05-16-57-06.jpg,1920,1088,MESCHA,87,296,286,564
2021-01-05-16-57-13.jpg,1920,1088,MESCHA,59,248,317,425
2021-01-05-16-57-16.jpg,1920,1088,MESCHA,463,353,1256,806
2021-01-05-16-57-30.jpg,1920,1088,MESCHA,378,381,959,760
2021-01-05-16-57-35.jpg,1920,1088,MESCHA,1347,480,1920,1077
2021-01-05-16-58-09.jpg,1920,1088,MESCHA,1287,391,1920,958
2021-01-05-16-58-11.jpg,1920,1088,MESCHA,1127,387,1464,810
2021-01-05-16-58-25.jpg,1920,1088,MESCHA,1319,534,1920,1020
2021-01-05-16-58-34.jpg,1920,1088,SITTOR,1333,498,1920,1084
2021-01-05-16-58-35.jpg,1920,1088,SITTOR,1424,521,1920,1088
2021-01-05-16-58-43.jpg,1920,1088,SITTOR,1146,325,1449,663
2021-01-05-16-58-43.jpg,1920,1088,MESBLE,1065,213,1231,322
2021-01-05-16-58-59.jpg,1920,1088,MESCHA,870,347,1215,794
2021-01-05-16-58-59.jpg,1920,1088,MESBLE,1213,256,1381,347
2021-01-05-16-59-11.jpg,1920,1088,MESBLE,1108,529,1920,1076
2021-01-05-17-00-06.jpg,1920,1088,ROUGOR,491,100,732,322
2021-01-05-17-00-08.jpg,1920,1088,MESCHA,988,511,1920,943
2021-01-05-17-00-08.jpg,1920,1088,ROUGOR,470,68,658,304
2021-01-05-17-00-11.jpg,1920,1088,MESCHA,1333,517,1918,1088
2021-01-05-17-00-17.jpg,1920,1088,ROUGOR,359,295,939,762
2021-01-05-17-00-20.jpg,1920,1088,ROUGOR,821,304,1461,814
2021-01-05-17-00-22.jpg,1920,1088,MESBLE,1319,461,1830,1014
2021-01-05-17-00-25.jpg,1920,1088,ROUGOR,617,300,1103,739
2021-01-05-17-00-30.jpg,1920,1088,MESCHA,935,393,1300,854
2021-01-05-17-00-36.jpg,1920,1088,SITTOR,225,459,590,800
2021-01-05-17-00-45.jpg,1920,1088,SITTOR,743,715,1918,1088
2021-01-05-17-00-49.jpg,1920,1088,MESBLE,695,599,893,736
2021-01-05-17-00-54.jpg,1920,1088,MESBLE,697,636,798,725
2021-01-05-17-01-02.jpg,1920,1088,MESCHA,1294,494,1920,926
2021-01-05-17-01-19.jpg,1920,1088,SITTOR,493,358,1302,752
2021-01-05-17-01-21.jpg,1920,1088,MESNON,913,638,1910,1066
2021-01-05-17-01-26.jpg,1920,1088,MESCHA,169,466,544,845
2021-01-05-17-01-41.jpg,1920,1088,MESNON,1285,507,1918,962
2021-01-05-17-01-50.jpg,1920,1088,MESCHA,1339,383,1920,992
2021-01-05-17-01-58.jpg,1920,1088,MESBLE,527,99,908,332
2021-01-05-17-02-08.jpg,1920,1088,MESCHA,1296,364,1918,1020
2021-01-05-17-02-08.jpg,1920,1088,MESBLE,746,152,966,298
2021-01-05-17-02-10.jpg,1920,1088,MESBLE,770,140,959,289
2021-01-05-17-02-10.jpg,1920,1088,MESCHA,1135,476,1908,963
2021-01-05-17-02-21.jpg,1920,1088,MESCHA,802,445,1856,997
2021-01-05-17-02-28.jpg,1920,1088,MESBLE,1200,123,1920,1049
2021-01-05-17-02-53.jpg,1920,1088,SITTOR,744,434,1287,1088
2021-01-05-17-03-01.jpg,1920,1088,MESNON,947,488,1548,874
2021-01-05-17-03-01.jpg,1920,1088,MESCHA,1,0,116,181
2021-01-05-17-03-12.jpg,1920,1088,MESCHA,1023,350,1857,845
2021-01-05-17-03-22.jpg,1920,1088,MESNON,1335,573,1779,1088
2021-01-05-17-03-24.jpg,1920,1088,MESNON,1225,493,1920,1086
2021-01-05-17-03-26.jpg,1920,1088,MESNON,577,605,1499,1088
2021-01-05-17-03-29.jpg,1920,1088,MESCHA,119,434,633,852
2021-01-05-17-03-40.jpg,1920,1088,SITTOR,777,455,1861,1088
2021-01-05-17-03-42.jpg,1920,1088,SITTOR,468,461,1593,1076
2021-01-05-17-04-30.jpg,1920,1088,MESCHA,154,419,461,776
2021-01-05-17-04-33.jpg,1920,1088,MESCHA,90,347,578,777
2021-01-05-17-04-40.jpg,1920,1088,MESNON,1312,604,1920,999
2021-01-05-17-05-16.jpg,1920,1088,SITTOR,808,505,1908,951
2021-01-05-17-05-33.jpg,1920,1088,SITTOR,903,499,1910,887
2021-01-05-17-05-41.jpg,1920,1088,MESCHA,1115,312,1802,804
2021-01-05-17-05-59.jpg,1920,1088,MESNON,677,666,1887,1088
2021-01-05-17-06-05.jpg,1920,1088,MESNON,200,640,1215,1082
2021-01-05-17-06-16.jpg,1920,1088,MESBLE,1054,575,1575,1088
2021-01-05-17-06-23.jpg,1920,1088,SITTOR,692,495,1920,1088
2021-01-05-17-06-26.jpg,1920,1088,SITTOR,364,447,1321,966
2021-01-05-17-06-31.jpg,1920,1088,MESCHA,1121,555,1211,679
2021-01-05-17-06-33.jpg,1920,1088,MESCHA,1132,539,1212,669
2021-01-05-17-06-33.jpg,1920,1088,MESCHA,106,354,605,787
2021-01-05-17-06-35.jpg,1920,1088,MESCHA,1117,553,1211,671
2021-01-05-17-06-37.jpg,1920,1088,MESCHA,357,634,1271,1088
2021-01-05-17-06-37.jpg,1920,1088,MESCHA,1127,545,1223,681
2021-01-05-17-06-39.jpg,1920,1088,MESCHA,264,364,694,889
2021-01-05-17-06-40.jpg,1920,1088,MESCHA,0,408,459,949
2021-01-05-17-06-42.jpg,1920,1088,MESCHA,0,421,646,922
2021-01-05-17-06-46.jpg,1920,1088,MESCHA,272,397,795,837
2021-01-05-17-06-47.jpg,1920,1088,MESNON,663,513,1729,1084
2021-01-05-17-07-46.jpg,1920,1088,SITTOR,914,569,1657,1086
2021-01-05-17-07-48.jpg,1920,1088,SITTOR,827,557,1488,1088
2021-01-05-17-07-50.jpg,1920,1088,MESCHA,594,63,1001,347
2021-01-05-17-07-50.jpg,1920,1088,MESCHA,434,435,1109,1088
2021-01-05-17-07-56.jpg,1920,1088,MESNON,814,602,1322,1088
2021-01-05-17-07-56.jpg,1920,1088,MESCHA,1275,0,1660,227
2021-01-05-17-08-07.jpg,1920,1088,MESCHA,270,370,621,764
2021-01-05-17-08-18.jpg,1920,1088,MESCHA,565,362,1703,1028
2021-01-05-17-08-20.jpg,1920,1088,MESCHA,382,368,764,918
